batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B032421,966,339,60,829,500,383,569,174,324,685,853,151,626,524,81,255,915,944,978,172,854,235,617,484,532,256,30,759,671,69
B015292,764,981,522,851,11,306,321,252,569,309,354,456,561,264,281,642,63,431,460,628,858,927,251,935,815,310,642,725,386,840
B030648,311,961,345,388,125,26,887,145,853,987,982,596,956,981,404,457,469,110,575,715,384,655,318,298,248,524,113,558,392,466
B022183,246,679,745,181,349,646,334,712,254,766,633,762,374,65,305,71,186,784,502,548,6,719,365,631,292,47,425,879,163,159
B043584,988,618,103,813,150,890,726,580,6,873,71,760,202,539,466,429,792,961,804,579,915,67,352,650,307,601,837,710,882,388
B019082,706,79,810,970,259,598,999,207,57,275,612,79,1,121,944,90,754,876,938,790,365,496,196,275,828,852,338,508,242,351
B038321,857,926,858,592,706,22,983,651,119,47,636,607,319,7,257,721,210,885,445,535,480,675,223,877,633,415,851,881,484,227
B043125,971,548,323,328,432,606,803,577,812,701,222,350,742,65,665,345,574,846,1,292,840,80,115,453,604,853,368,360,575,28
B006301,549,868,220,731,164,821,332,368,307,109,513,678,917,77,477,994,876,11,681,734,268,186,566,477,166,888,695,764,180,125
B004149,389,315,232,259,243,522,920,950,385,454,843,383,88,925,6,911,297,876,924,29,170,516,471,240,824,291,95,952,664,331
B035676,342,931,776,343,518,6,829,251,36,104,639,842,113,808,204,371,281,143,396,561,623,636,436,54,303,892,212,616,275,819
B010890,135,46,330,359,210,444,36,757,325,591,666,731,258,864,72,943,435,783,502,82,136,346,326,468,823,797,907,499,855,663
B039565,61,383,969,122,360,235,317,932,412,117,212,175,827,807,939,460,462,182,28,34,770,464,310,299,404,185,19,224,29,376
B009395,547,61,344,153,131,606,214,879,96,589,438,28,7,936,876,188,114,528,77,65,498,833,348,981,17,646,679,345,427,979
B031621,587,723,507,305,272,157,882,184,616,257,52,127,964,965,474,524,435,368,400,317,344,723,852,616,571,554,484,702,189,68
B028455,590,849,263,694,545,462,732,649,889,604,483,74,728,346,980,848,204,202,957,718,395,170,122,603,187,405,189,634,657,540
B007702,321,399,574,810,514,527,268,966,119,373,262,963,172,302,886,482,789,653,2,135,106,403,670,740,346,107,450,205,310,739
B032375,707,212,204,556,244,719,336,997,188,747,948,563,730,907,194,493,747,803,758,488,755,337,882,981,134,90,713,547,64,838
B036307,862,767,161,152,493,269,772,785,181,131,326,507,761,36,498,796,112,11,701,96,339,820,358,105,209,164,450,138,944,311
B025508,270,536,309,927,343,496,617,56,485,356,7,68,968,807,830,307,202,332,741,462,220,123,684,694,756,155,383,279,357,774
B043155,567,363,643,715,627,817,545,832,817,377,159,754,420,299,332,364,108,7,555,785,643,842,847,643,186,500,327,525,783,806
B022056,739,90,54,344,739,227,558,289,942,476,468,935,238,607,677,911,850,344,130,177,378,138,218,805,511,308,484,190,898,852
B031825,703,378,873,761,857,453,835,603,813,399,27,333,739,667,822,355,28,977,394,658,486,947,873,481,511,279,337,515,891,720
B015500,923,734,478,762,590,63,908,808,294,151,461,6,530,189,859,461,287,532,239,970,667,547,444,721,871,646,984,323,869,206
B040026,520,590,645,947,964,424,235,873,600,979,634,832,715,247,29,796,505,49,225,566,761,246,473,533,271,300,171,622,189,55
B010074,205,921,605,295,239,87,977,613,378,602,11,735,911,726,579,325,767,469,414,608,494,496,861,893,759,201,343,533,725,983
B015787,861,955,401,279,257,65,362,577,42,769,479,504,180,378,101,683,515,108,634,560,951,408,697,684,303,860,561,868,841,516
B037396,442,153,765,623,123,168,987,589,377,941,140,36,706,234,899,968,315,213,891,482,527,123,771,530,145,715,706,529,220,127
B023067,12,253,972,771,111,6,311,404,362,933,800,43,399,642,782,437,63,843,549,329,977,953,167,191,163,736,286,551,759,546
B040103,697,141,158,608,824,804,743,994,180,195,610,961,172,425,630,359,398,946,454,924,333,6,101,458,57,956,742,221,302,389
B011967,725,210,23,761,354,420,983,63,233,617,276,955,289,352,365,921,684,965,20,650,532,944,248,696,402,109,885,368,51,379
B016269,107,224,441,15,479,77,398,507,316,611,734,259,256,302,885,879,773,100,384,304,343,903,921,796,753,678,651,653,382,195
B039426,684,983,5,492,12,78,399,872,145,18,635,657,509,849,43,502,984,742,604,41,500,105,279,421,124,32,701,433,411,453
B021941,234,179,598,779,734,974,668,120,342,440,415,351,212,324,905,547,992,581,41,643,238,988,901,322,59,786,490,377,957,624
B045106,571,980,801,224,443,852,119,653,842,69,29,944,545,29,318,210,112,673,705,818,101,70,629,973,425,672,526,360,625,188
B010548,681,160,746,431,932,21,579,616,146,34,999,30,893,142,988,991,478,507,868,853,675,394,447,273,220,539,281,515,1,35
B000806,308,703,346,702,84,260,270,684,854,480,728,40,762,377,926,954,501,825,521,342,387,889,578,15,162,713,505,765,864,987
B014970,162,493,28,15,940,929,208,539,453,532,656,676,708,957,257,807,236,199,597,989,719,962,841,919,349,582,224,773,561,286
B031625,845,51,317,908,938,107,43,998,878,657,288,917,481,699,859,56,212,208,792,788,76,272,292,844,487,435,623,603,104,99
B015118,108,68,957,762,383,15,311,738,356,984,116,373,784,429,946,800,385,121,340,891,330,181,350,358,185,575,694,114,767,123
B021269,44,969,388,271,931,980,937,87,88,612,597,732,643,931,427,480,338,231,114,858,510,5,91,939,726,767,104,39,817,120
B022138,784,451,167,790,329,810,64,564,903,575,788,770,277,166,141,114,65,437,601,729,794,596,155,470,72,869,946,410,375,871
B039177,786,840,10,808,919,986,974,0,656,124,840,992,866,176,165,501,936,434,401,341,918,910,215,36,30,989,863,446,594,87
B019682,655,418,61,741,372,388,969,205,611,66,603,837,459,522,575,656,816,244,538,142,767,631,914,127,490,460,696,966,809,693
B022778,197,603,416,273,273,348,404,669,961,577,64,174,606,142,653,264,125,967,171,375,521,683,763,523,959,298,131,702,550,366
B038342,633,290,692,834,629,914,506,399,482,710,780,76,174,627,38,208,885,621,98,229,636,837,592,580,699,648,323,853,185,255
B003738,536,553,64,337,701,889,405,801,214,738,488,526,405,682,995,881,218,98,80,791,15,429,344,450,940,668,219,76,480,398
B016748,966,682,690,128,522,756,17,577,362,824,630,432,965,157,593,410,958,861,44,245,79,32,28,915,469,874,953,294,721,950
B002010,306,509,365,506,987,284,919,478,968,976,735,962,619,485,742,635,780,770,530,749,594,542,933,581,426,385,539,266,679,866
B029980,287,486,862,476,217,761,380,582,651,48,288,262,304,337,756,229,702,782,737,19,88,904,494,144,885,272,857,378,806,909
B006967,698,901,537,786,192,584,658,140,712,598,504,656,275,866,429,753,910,162,658,135,357,69,433,752,526,348,554,499,371,887
B040560,187,265,907,814,614,643,21,282,954,27,632,334,882,719,358,720,726,791,337,157,653,331,88,798,203,824,133,52,368,16
B015988,980,886,601,453,823,429,558,219,406,318,51,193,324,417,457,555,694,53,669,261,151,275,460,341,980,500,544,633,375,62
B028562,654,255,910,411,468,995,844,794,294,394,159,866,712,176,85,970,825,961,111,61,95,526,684,566,203,600,530,395,830,969
B020059,601,543,626,685,66,650,813,8,190,817,48,147,320,43,322,406,857,444,369,605,858,290,312,485,408,696,537,604,910,871
B010408,686,964,649,684,26,785,585,898,340,112,240,298,434,283,312,158,512,916,538,925,730,46,894,845,276,721,829,421,712,154
B047508,649,846,639,925,610,420,179,196,84,656,806,107,694,572,244,905,764,192,169,811,759,485,968,168,812,223,626,812,86,996
B007297,94,993,516,429,412,404,634,275,418,442,643,214,12,445,82,270,845,259,202,660,257,794,140,35,16,827,434,438,374,744
B030526,238,118,823,659,947,673,787,754,384,683,803,204,286,466,762,774,801,763,578,243,198,922,435,54,915,213,949,825,185,883
B039805,50,341,476,545,523,291,730,789,642,95,850,190,436,374,114,972,912,402,847,990,172,804,245,516,852,629,911,489,235,940
B048085,678,339,16,16,608,779,747,686,843,668,589,401,756,645,844,933,318,763,76,128,128,285,6,468,436,560,560,206,681,207
B033656,586,525,471,378,775,519,265,750,147,425,835,769,600,728,13,868,226,458,498,918,466,615,753,624,459,143,41,819,285,640
B001460,892,775,959,357,558,282,539,176,436,98,2,493,504,89,970,383,624,151,758,314,500,486,430,21,696,90,675,804,217,572
B006870,390,35,67,647,790,358,493,956,865,105,246,273,898,750,735,382,932,329,535,95,290,607,731,449,179,209,595,331,207,121
B045686,748,633,799,114,606,758,142,109,698,494,28,120,700,395,762,967,399,254,60,488,10,676,785,336,58,988,996,507,623,833
B048357,195,173,405,169,772,767,937,339,646,176,303,357,512,873,544,16,536,898,795,972,3,810,879,664,356,472,93,699,666,883
B044096,412,135,979,979,302,131,435,99,555,823,282,626,43,479,358,482,987,92,732,414,950,950,165,629,7,279,657,50,76,800
B027249,780,388,461,224,189,748,969,866,140,12,666,885,152,64,381,454,839,374,604,335,991,560,672,319,620,140,424,890,688,899
B041504,874,177,555,641,730,406,156,394,245,439,700,403,291,987,764,141,489,954,84,388,57,649,894,767,498,102,575,378,281,438
B041261,563,48,29,640,983,439,151,30,759,846,31,875,382,321,280,746,752,488,180,253,817,641,426,796,583,145,974,982,163,755
B039785,818,629,414,520,327,188,805,351,455,943,885,608,431,227,7,99,653,104,920,3,39,19,937,341,501,411,924,319,774,559
B004142,495,7,11,691,274,494,167,854,125,195,897,129,20,751,841,702,704,818,63,620,67,604,700,172,951,802,323,226,360,297
B032818,336,42,848,234,227,637,379,400,916,20,186,510,824,756,597,237,840,445,659,886,835,68,355,580,593,322,421,499,215,485
B002524,622,37,52,591,552,72,710,365,893,590,621,459,249,25,785,853,627,617,532,730,836,886,665,578,133,553,49,799,943,271
B010370,210,813,510,896,10,877,979,565,912,793,942,36,723,169,366,690,604,440,461,744,674,776,472,849,976,15,687,712,518,120
B030432,726,908,569,767,176,234,267,591,680,128,750,938,521,10,84,265,927,550,114,478,112,59,279,361,944,118,892,513,537,944
B014830,619,96,648,288,532,58,136,290,533,118,56,236,964,797,449,962,60,847,165,625,890,878,146,444,358,611,344,157,74,570
B031306,985,167,151,395,474,477,789,853,775,530,379,548,94,865,929,601,66,320,488,331,989,719,68,959,60,634,26,132,418,658
B017285,25,135,651,281,776,680,411,722,518,326,233,316,463,525,955,934,464,739,6,414,383,775,229,880,191,220,367,148,844,562
B047247,632,633,630,748,448,299,318,341,868,718,148,318,829,554,777,814,492,858,502,559,459,604,516,26,683,831,623,837,625,420
B005192,918,106,933,310,748,325,829,638,784,231,588,577,356,233,823,571,673,718,578,237,355,395,949,946,696,510,763,727,201,163
B028949,312,608,913,210,5,465,249,699,768,672,205,569,778,686,309,185,343,166,381,697,725,988,854,39,983,416,324,263,231,790
B042513,32,733,446,384,764,500,453,798,966,28,25,120,16,214,326,315,42,971,58,818,369,221,899,267,397,191,776,253,651,531
B019275,478,722,396,684,964,656,718,762,953,338,261,483,967,388,53,251,227,269,337,397,136,661,772,184,934,675,62,730,395,692
B028307,577,45,200,148,542,580,922,231,527,409,842,353,623,602,827,511,759,758,233,592,948,615,936,779,50,555,835,159,303,838
B027695,320,491,21,6,924,627,608,717,901,914,673,640,570,370,39,93,461,186,518,703,436,235,344,800,517,614,510,912,945,494
B011153,634,997,129,80,390,145,577,454,58,626,339,612,389,628,263,463,107,222,208,795,225,804,503,208,887,191,845,238,681,920
B047784,809,218,324,396,935,686,611,530,675,874,641,240,668,577,279,934,220,894,238,538,500,299,311,335,159,365,602,532,42,225
B015534,960,849,750,27,969,509,976,338,782,4,559,111,186,526,646,862,131,658,679,672,608,930,302,562,957,545,14,364,47,586
B029327,425,233,577,596,123,977,278,746,615,848,2,728,844,904,733,740,439,186,251,220,526,97,167,344,11,911,643,837,915,112
B012518,216,183,147,969,87,13,276,166,71,888,683,309,768,534,529,671,623,878,251,674,144,199,908,177,789,104,738,43,224,502
B024101,330,240,786,472,215,548,496,560,865,966,725,348,453,3,394,573,303,642,272,94,928,142,229,507,280,75,538,64,386,837
B017872,95,814,63,904,445,830,263,554,739,496,62,275,532,197,154,233,94,728,199,696,396,264,704,961,981,973,604,894,255,503
B024310,701,423,937,272,250,568,474,210,225,998,690,198,642,709,336,106,777,629,130,937,839,512,526,843,946,520,931,747,34,457
B034568,374,377,360,90,866,122,691,415,490,405,603,202,255,735,593,778,213,945,89,919,572,922,205,383,228,378,498,646,178,157
B025174,768,165,590,87,282,903,829,290,611,56,188,283,654,175,412,301,222,380,694,18,182,386,169,849,275,731,135,981,886,472
B005298,794,673,276,98,997,237,51,489,58,964,810,993,349,552,594,504,44,182,364,202,41,875,483,376,523,895,142,615,925,375
B014988,376,273,862,43,935,580,387,678,709,766,472,718,229,713,279,234,135,413,831,425,426,398,476,908,627,194,221,199,693,919
B047976,163,648,729,171,584,377,920,548,688,74,843,996,220,652,621,761,977,139,329,703,180,751,67,304,808,561,877,6,515,556
B016393,517,74,245,383,995,906,956,392,446,790,517,248,624,261,807,685,890,1,419,1,251,960,215,456,1,537,235,789,489,914
B011735,681,525,597,508,335,823,0,399,92,962,346,280,304,398,67,716,180,266,9,467,912,129,638,269,103,160,656,128,270,38
B035424,634,352,50,347,283,450,517,585,849,42,912,140,492,548,856,621,554,565,922,773,878,923,776,317,78,776,926,703,479,809
B015474,625,405,713,778,364,671,887,522,99,109,248,764,512,857,836,965,76,725,285,995,675,542,532,73,217,716,956,104,20,124
B037090,699,358,633,211,699,269,553,924,56,48,738,547,900,527,803,880,495,730,449,468,98,31,662,750,935,313,45,609,127,893
B009393,408,623,86,543,468,623,892,869,226,81,295,742,802,943,962,165,686,972,58,761,54,212,419,389,373,504,327,34,154,552
B026812,799,102,277,979,935,780,8,586,618,618,255,214,882,750,108,873,438,451,447,673,323,495,818,554,627,811,381,413,979,621
B029340,327,355,196,131,525,39,994,439,214,747,329,856,669,337,102,556,265,689,868,717,110,813,472,434,257,920,748,499,80,609
B008808,673,485,50,356,819,208,908,429,330,656,663,288,661,165,780,440,998,908,170,425,477,57,251,773,889,878,809,324,159,725
B024214,101,91,104,202,272,788,52,348,783,247,135,197,913,621,51,49,770,755,662,122,230,783,604,214,500,25,819,523,93,173
B018426,830,720,89,570,324,779,79,519,716,944,714,256,637,851,101,499,355,447,283,205,359,109,109,811,930,261,399,133,531,534
B009541,54,800,323,356,456,175,644,526,207,554,235,946,945,843,362,137,200,830,826,539,868,562,944,571,715,183,734,806,828,129
B037508,370,308,588,734,613,721,622,904,420,819,778,3,309,470,241,418,979,630,312,98,897,885,327,768,794,295,414,414,388,826
B036503,486,484,387,860,5,539,294,609,768,938,425,784,75,678,348,726,596,880,459,138,654,532,679,417,67,429,689,45,280,188
B042079,288,815,497,622,982,413,799,231,662,402,517,335,683,586,562,37,682,313,401,308,364,20,958,970,433,452,964,347,123,248
B015164,561,231,596,240,69,539,640,562,863,641,684,191,172,576,544,707,693,620,808,103,821,583,720,488,533,265,300,617,31,901
B034022,849,433,659,524,530,673,206,542,936,639,144,22,191,843,871,435,137,638,590,463,845,570,852,830,968,662,750,263,236,802
B041940,812,232,806,854,517,976,572,247,348,559,319,91,968,502,210,522,318,2,94,969,284,554,675,73,907,50,162,869,205,909
B025789,523,651,608,575,601,689,36,801,17,855,677,291,449,177,845,314,461,630,517,500,556,258,268,63,895,777,826,854,598,41
B046588,859,655,21,495,451,810,36,451,16,319,979,830,408,190,136,836,445,659,412,884,173,623,932,371,423,629,755,971,960,171
B032813,596,468,104,507,806,668,986,626,443,281,148,569,405,908,10,538,14,895,279,684,908,733,851,177,247,770,0,459,238,128
B030590,455,27,756,406,80,855,193,197,893,178,82,594,161,301,255,933,481,710,438,530,541,703,726,596,39,687,442,367,101,634
B026522,842,264,242,663,806,564,288,345,330,399,625,943,431,129,399,165,865,850,787,806,221,46,160,677,607,421,607,365,395,583
B002622,56,797,627,418,344,621,103,326,853,245,771,488,448,243,971,468,667,118,155,676,202,764,439,436,366,283,861,441,841,41
B031278,241,908,977,186,538,2,354,788,673,169,496,929,895,500,683,911,941,876,363,325,716,364,444,650,221,845,153,341,643,56
B029801,496,683,797,902,590,556,318,853,291,854,691,676,554,417,299,960,240,647,84,141,372,290,933,605,965,232,242,643,302,518
B020750,186,988,35,917,958,808,762,366,879,17,723,846,735,656,382,867,611,588,943,954,324,363,991,814,810,735,619,89,501,247
B041997,276,509,267,700,353,854,712,409,201,680,648,849,568,84,462,530,738,509,446,862,829,40,551,398,465,675,948,489,13,471
B032049,925,553,38,657,362,360,400,841,185,375,842,812,43,704,621,136,707,318,262,10,575,895,157,267,615,787,899,957,807,824
B034718,100,258,896,994,57,962,225,898,770,291,144,835,807,939,814,472,781,293,614,148,959,276,916,825,543,617,824,895,689,617
B011654,334,381,583,294,86,480,573,510,516,44,527,375,643,265,834,145,290,765,53,648,855,899,703,679,690,531,275,370,413,404
B015865,890,522,984,868,420,937,946,585,300,295,126,729,884,489,72,192,114,544,223,818,801,841,969,560,304,841,796,807,589,464
B041875,523,254,603,335,505,648,544,410,189,69,400,813,51,355,748,645,102,981,880,616,880,671,756,840,382,535,934,708,494,198
B006514,893,337,784,32,886,631,295,811,55,555,328,678,102,275,703,565,192,846,87,132,341,249,877,534,817,766,386,875,92,141
B021086,885,227,770,25,813,387,982,486,935,132,251,198,120,807,416,783,370,41,315,667,239,552,674,819,231,722,965,361,38,592
B048937,983,631,980,34,44,583,904,140,614,526,273,335,871,754,949,310,8,156,235,679,356,549,259,405,582,253,648,826,72,173
B034968,267,595,130,486,846,913,991,141,946,393,313,665,60,546,180,825,622,177,326,143,650,645,854,652,720,223,875,149,59,534
B012896,457,102,10,961,111,321,511,945,716,740,708,423,46,655,640,555,715,138,418,975,712,142,295,495,413,759,207,91,930,775
B000838,491,194,374,897,0,376,600,239,277,524,207,785,460,423,274,745,238,464,2,145,303,748,186,775,892,898,162,55,504,743
B008702,505,661,328,322,439,229,735,953,617,138,198,286,166,305,888,828,180,246,910,224,806,504,186,725,578,915,510,183,613,206
B047634,456,424,17,595,889,915,689,839,962,960,452,23,490,497,185,676,517,409,48,65,576,717,614,89,584,484,875,936,429,565
B002793,302,718,734,998,969,494,361,672,111,736,735,39,368,161,692,825,351,97,369,697,697,592,289,319,908,786,376,470,433,489
B017114,781,836,807,230,981,762,147,467,691,13,681,133,452,953,508,756,456,233,267,867,446,12,919,15,471,289,739,299,55,880
B007596,640,197,156,872,12,607,165,384,86,978,566,831,272,439,350,295,693,398,332,309,743,551,236,838,114,278,547,248,438,259
B001119,585,238,940,563,946,97,889,458,715,52,706,699,799,111,209,757,759,783,150,700,632,787,759,643,349,36,561,573,155,30
B038517,623,165,967,748,23,431,691,325,422,806,545,517,999,16,578,89,534,716,783,802,883,963,879,871,61,717,362,630,440,596
B007741,983,445,948,489,998,529,344,585,31,150,597,735,855,361,448,536,623,430,716,954,677,713,153,861,935,450,704,112,836,473
B046844,214,433,750,914,626,416,864,627,283,812,467,846,919,927,371,425,657,627,156,620,136,430,685,294,633,359,883,823,131,159
B009935,62,123,983,606,85,780,814,616,838,756,614,770,85,382,891,125,258,878,559,700,226,756,261,810,835,401,419,281,214,250
B013785,457,360,843,61,359,772,246,378,991,323,502,960,449,806,108,435,346,227,792,999,373,16,130,827,241,280,466,991,815,220
B044895,563,892,909,433,367,940,265,425,526,543,443,403,973,191,421,257,66,928,79,418,932,290,117,514,510,66,814,603,79,324
B009932,535,547,441,889,153,592,296,139,244,735,396,28,948,622,935,607,616,490,623,991,946,535,323,276,404,93,303,769,587,335
B048597,878,690,741,55,223,561,875,365,258,16,716,659,398,729,543,635,490,47,174,195,743,433,249,45,290,715,523,669,450,918
B002012,832,194,557,187,550,809,178,627,543,33,360,626,856,834,456,698,749,747,676,367,10,704,844,643,720,328,322,699,426,683
B015158,626,876,180,734,5,950,614,252,967,774,610,278,716,670,564,936,580,833,372,759,635,365,909,931,279,258,911,634,467,190
B008310,202,759,472,169,787,211,930,156,487,757,174,47,63,603,945,202,545,687,833,457,258,259,340,302,327,133,811,631,885,875
B045520,995,855,773,533,441,641,358,645,926,408,351,335,592,888,648,835,349,76,877,61,451,142,849,216,550,909,639,827,603,386
B013224,626,13,460,685,920,363,919,250,415,454,63,527,548,993,385,318,231,113,931,909,662,693,768,169,423,489,935,362,333,971
B023472,300,531,534,432,425,12,636,238,354,406,990,71,39,471,457,472,894,784,554,475,347,899,280,210,308,683,211,28,270,268
B045720,990,949,920,68,561,215,556,465,662,293,43,423,119,549,858,930,74,692,605,833,440,316,214,124,757,390,155,313,215,150
B018536,937,674,813,843,393,139,709,927,262,114,765,171,364,710,312,964,453,800,565,524,16,111,471,265,436,717,750,270,913,483
B012446,26,782,997,605,393,808,175,410,900,856,637,483,763,513,429,669,684,899,347,42,411,768,249,62,232,962,926,685,611,872
B036129,75,832,594,643,835,666,586,431,4,567,45,117,929,991,579,845,438,499,350,693,481,104,99,18,859,696,25,382,413,313
B009197,585,479,139,252,518,986,55,713,650,754,66,332,85,307,743,247,680,779,574,620,368,358,625,905,362,263,713,252,952,931
B010399,22,306,161,929,560,935,737,302,504,216,118,413,964,602,218,120,497,688,186,304,365,317,403,482,798,155,792,434,149,237
B006105,259,213,891,667,107,731,585,121,54,475,504,404,838,386,973,981,729,160,596,1,564,909,922,6,643,558,5,145,96,256
B002133,332,694,205,157,564,910,907,495,699,625,852,325,614,722,557,172,414,690,650,419,132,532,77,986,100,955,211,698,951,379
B018904,786,231,418,874,894,439,755,152,857,953,574,354,396,583,576,677,181,454,569,188,114,149,657,690,620,356,418,846,989,472
B040954,794,133,875,385,899,65,779,894,175,528,913,493,313,227,917,489,894,738,788,131,719,412,730,119,987,8,708,40,951,638
B034716,48,431,426,840,109,829,537,836,163,851,337,74,990,683,713,637,227,889,455,790,878,633,84,400,218,79,977,718,933,477
B028744,932,499,111,531,951,692,631,680,53,632,828,672,978,584,650,875,485,316,712,599,937,44,494,987,798,5,713,157,618,435
B021566,311,732,333,222,701,273,643,418,828,379,305,799,202,720,610,738,928,965,474,321,942,793,703,869,400,402,409,415,457,967
B019014,918,484,870,114,533,295,11,660,665,82,748,652,943,217,887,662,313,470,338,613,582,346,320,334,896,668,413,262,388,998
B021989,384,665,161,749,991,151,84,247,638,718,420,753,743,471,836,546,536,77,17,805,979,669,805,32,382,131,379,526,142,587
B009858,545,410,719,544,979,788,645,66,194,407,415,681,803,862,701,890,535,171,89,274,16,413,452,602,555,349,354,645,8,184
B032052,799,5,61,299,808,652,489,124,122,48,316,625,136,467,275,690,990,428,188,152,335,65,297,580,507,640,583,188,510,17
B019458,315,445,223,447,46,887,439,384,755,316,196,173,787,908,240,900,797,662,26,427,670,82,221,563,346,947,735,693,545,163
B044045,56,332,216,637,460,451,123,527,852,196,204,860,579,414,890,926,376,955,483,307,749,212,111,455,881,719,588,783,470,893
B037844,943,998,208,846,349,67,252,194,13,740,40,488,442,941,326,591,434,628,783,596,889,872,726,89,540,618,179,25,723,140
B030241,780,18,156,610,891,303,411,716,44,149,552,824,842,828,983,445,561,120,259,309,576,152,851,694,227,412,77,462,673,571
B045286,580,670,95,552,855,797,123,221,894,591,772,371,798,108,349,799,462,619,80,657,931,370,258,771,510,95,224,278,12,913
B016593,667,667,516,386,178,88,171,910,39,691,621,930,81,107,509,152,92,134,563,130,642,732,257,197,319,579,727,364,968,436
B013873,110,294,71,512,643,975,802,633,63,662,188,950,53,912,214,963,540,360,596,916,196,273,943,563,635,518,14,768,784,724
B018299,597,570,14,798,146,68,41,450,499,848,936,127,277,797,151,257,103,575,354,838,3,153,901,118,503,432,168,946,776,125
B013408,802,374,911,18,625,342,545,676,744,132,399,652,846,998,159,718,939,477,860,651,836,333,580,14,553,933,725,647,92,652
B030317,634,622,262,616,576,150,206,736,151,886,984,866,55,999,669,131,568,196,320,793,433,30,728,554,876,243,952,703,752,768
B034222,187,366,175,538,865,174,965,343,345,671,470,97,587,126,478,10,74,762,22,973,153,849,609,245,422,241,26,930,149,940
B000215,265,690,143,157,997,357,863,343,157,961,70,412,541,415,935,740,5,992,84,199,531,694,895,391,24,656,295,72,879,333
B011013,998,39,143,177,989,752,350,498,934,386,676,841,820,509,598,859,527,625,501,916,13,523,476,2,0,632,452,947,210,246
B032627,131,665,309,70,124,399,298,604,831,473,886,805,448,347,363,351,168,789,345,496,449,679,2,305,126,20,100,919,343,716
B017539,156,811,371,628,569,404,972,11,871,808,669,207,857,408,374,409,700,907,808,127,140,788,0,375,951,486,304,43,966,620
B044448,25,914,140,673,854,309,75,150,152,568,700,908,320,997,731,424,727,520,54,957,929,741,739,832,911,16,818,843,601,178
B031235,433,373,720,393,599,370,879,859,444,677,763,960,399,18,598,89,815,218,942,790,751,959,940,270,584,620,835,859,528,813
B029445,181,178,437,581,603,570,110,640,657,353,154,753,826,294,637,284,738,771,452,990,419,656,723,563,711,984,605,462,452,664
B014103,643,621,591,350,626,612,97,218,582,624,775,89,607,857,528,939,785,968,351,776,670,359,889,501,150,831,466,905,765,206
B027200,900,407,271,190,873,377,407,441,514,582,499,176,883,128,542,612,211,633,73,539,972,47,62,74,607,892,211,46,475,521
B031079,186,212,594,914,327,104,142,944,673,454,983,839,268,53,401,692,527,468,852,694,684,593,657,552,7,858,537,892,57,653
B022466,891,480,916,651,566,277,243,461,717,107,87,416,420,474,617,507,305,612,46,511,416,963,17,934,800,834,356,364,438,237
B009387,982,268,512,739,104,920,124,442,636,841,896,628,107,556,996,478,423,962,819,353,962,459,604,426,229,567,117,903,585,658
B006831,566,733,778,571,313,36,620,871,191,837,685,762,389,752,89,758,554,23,814,766,108,897,202,511,230,355,760,971,381,118
B013963,956,987,223,249,194,612,443,870,684,268,376,77,980,42,619,120,363,529,363,236,383,542,169,812,798,259,402,939,98,105
B031984,486,46,794,494,771,164,153,621,979,419,92,710,339,542,549,990,769,896,712,203,33,826,314,200,546,110,868,141,604,86
B036636,229,359,583,155,689,914,627,990,822,500,493,653,788,903,299,417,509,510,789,221,187,436,149,68,203,56,383,289,33,470
B017892,625,660,354,308,786,112,625,439,967,422,237,212,377,251,404,694,398,754,828,396,793,499,77,259,128,762,224,28,209,689
B037307,357,479,548,597,336,822,147,307,624,19,547,961,341,730,764,277,445,494,545,281,869,419,675,936,3,488,179,188,228,506
B016659,888,567,731,8,239,265,118,958,17,868,441,226,524,556,749,961,372,64,804,881,63,713,380,32,718,55,457,191,493,130
B045441,289,832,330,390,368,373,393,126,509,815,76,982,105,892,319,447,957,622,747,565,395,111,362,937,298,56,665,15,388,353
B010523,262,591,487,240,463,895,949,855,201,686,733,146,7,417,847,875,726,326,751,164,451,451,117,910,84,994,5,812,86,190
B011383,502,683,461,215,821,497,971,794,81,801,63,382,154,327,438,583,103,738,834,803,545,590,86,775,667,919,533,443,461,597
B029341,553,54,696,851,515,948,909,860,377,351,313,417,707,672,245,946,944,516,905,569,487,47,371,197,155,794,98,177,789,452
B003733,472,168,387,773,873,835,217,116,102,747,934,534,111,399,595,355,846,134,515,380,994,824,404,778,460,759,477,598,168,867
B020887,918,595,200,890,109,974,541,778,36,729,973,168,149,702,20,762,491,310,302,843,354,67,716,465,995,52,34,443,132,580
B002812,895,891,53,199,272,711,846,992,549,411,175,307,294,338,629,576,759,508,612,842,860,749,948,721,188,429,625,577,886,222
B035454,744,17,495,173,758,175,890,60,125,215,241,968,38,546,284,362,123,203,96,621,864,580,170,695,245,778,11,630,967,376
B024591,477,2,375,173,110,987,162,710,409,716,872,550,456,813,577,714,854,7,947,396,754,902,347,497,163,889,541,55,375,684
B042662,247,96,145,674,66,171,324,407,169,19,454,165,223,903,537,298,894,904,200,465,326,804,900,139,741,16,25,808,644,536
B038408,164,209,698,855,594,943,7,886,52,334,803,505,604,940,149,531,531,105,382,303,781,621,400,123,165,173,951,308,845,847
B014077,572,835,758,157,402,632,778,389,738,328,464,366,752,698,616,834,95,937,966,146,152,883,575,85,386,297,249,728,929,434
