serial_nbr,batchID
S007B031902,B031902
S007B047548,B047548
S002B044984,B044984
S002B041744,B041744
S000B039362,B039362
S000B040824,B040824
S009B000448,B000448
S003B024451,B024451
S009B031637,B031637
S009B031646,B031646
S003B029844,B029844
S006B048009,B048009
S003B044435,B044435
S002B016709,B016709
S000B045419,B045419
S000B005017,B005017
S000B005336,B005336
S004B045996,B045996
S001B039993,B039993
S008B044165,B044165
S004B049756,B049756
S007B043090,B043090
S001B019757,B019757
S002B018594,B018594
S001B024524,B024524
S000B003997,B003997
S002B026220,B026220
S009B048077,B048077
S006B036790,B036790
S002B041235,B041235
S009B021666,B021666
S007B035378,B035378
S006B017885,B017885
S009B049960,B049960
S000B038646,B038646
S001B033903,B033903
S001B035105,B035105
S008B003980,B003980
S006B042251,B042251
S006B011916,B011916
S006B030461,B030461
S003B005658,B005658
S001B005418,B005418
S004B009784,B009784
S008B010079,B010079
S009B043052,B043052
S004B023050,B023050
S004B018623,B018623
S009B037755,B037755
S000B031799,B031799
S000B019541,B019541
S006B000238,B000238
S008B013443,B013443
S008B032395,B032395
S003B021666,B021666
S000B037993,B037993
S005B048297,B048297
S007B021102,B021102
S000B020672,B020672
S007B019866,B019866
S007B023318,B023318
S002B036041,B036041
S004B027662,B027662
S001B022617,B022617
S004B040211,B040211
S005B019503,B019503
S008B000862,B000862
S008B020131,B020131
S004B042645,B042645
S000B021025,B021025
S006B011383,B011383
S000B049339,B049339
S009B042774,B042774
S004B021234,B021234
S009B012295,B012295
S009B039214,B039214
S002B035571,B035571
S007B010512,B010512
S009B005747,B005747
S008B036862,B036862
S008B001955,B001955
S000B006214,B006214
S006B019536,B019536
S005B019537,B019537
S000B022721,B022721
S005B027249,B027249
S001B014492,B014492
S003B024990,B024990
S001B018394,B018394
S005B037311,B037311
S003B029213,B029213
S008B023656,B023656
S009B012774,B012774
S000B026803,B026803
S000B026946,B026946
S008B024267,B024267
S006B031764,B031764
S005B036086,B036086
S006B028190,B028190
S009B041464,B041464
S001B036176,B036176
S007B027807,B027807
S008B033764,B033764
S007B000009,B000009
S008B013474,B013474
S003B008560,B008560
S007B046622,B046622
S004B025505,B025505
S004B032483,B032483
S003B015604,B015604
S004B026434,B026434
S001B021839,B021839
S004B016053,B016053
S003B029402,B029402
S003B049199,B049199
S003B007306,B007306
S004B022943,B022943
S004B043976,B043976
S004B036635,B036635
S000B036307,B036307
S006B021829,B021829
S002B021760,B021760
S005B024835,B024835
S000B033202,B033202
S005B019931,B019931
S005B000005,B000005
S009B013643,B013643
S004B022392,B022392
S008B006784,B006784
S005B024048,B024048
S000B006167,B006167
S001B030461,B030461
S007B002144,B002144
S001B041172,B041172
S008B043276,B043276
S003B031242,B031242
S007B030558,B030558
S004B044734,B044734
S005B026047,B026047
S003B038169,B038169
S007B041700,B041700
S008B026928,B026928
S007B015317,B015317
S008B013969,B013969
S002B043052,B043052
S001B014751,B014751
S001B043575,B043575
S003B006790,B006790
S000B047846,B047846
S004B001687,B001687
S006B012956,B012956
S005B002218,B002218
S000B028261,B028261
S002B024479,B024479
S003B035959,B035959
S009B032790,B032790
S003B000502,B000502
S002B036941,B036941
S002B041886,B041886
S000B045106,B045106
S009B004763,B004763
S001B040321,B040321
S004B035206,B035206
S001B000128,B000128
S007B003316,B003316
S005B008560,B008560
S000B015301,B015301
S008B034799,B034799
S007B026548,B026548
S008B007425,B007425
S001B024483,B024483
S000B027324,B027324
S000B033931,B033931
S008B047440,B047440
S000B045244,B045244
S008B016498,B016498
S000B033716,B033716
S005B012774,B012774
S001B048963,B048963
S003B001453,B001453
S003B015224,B015224
S003B032537,B032537
S007B040476,B040476
S005B027146,B027146
S001B049756,B049756
S003B044855,B044855
S004B016625,B016625
S001B028416,B028416
S004B020875,B020875
S009B044418,B044418
S007B027269,B027269
S001B021433,B021433
S005B042636,B042636
S004B042976,B042976
S005B013337,B013337
S008B003990,B003990
S001B032512,B032512
S001B023864,B023864
S007B003345,B003345
S000B013512,B013512
S006B021863,B021863
S001B007463,B007463
S006B017100,B017100
S007B009849,B009849
S000B031622,B031622
S001B044454,B044454
S002B001414,B001414
S001B025377,B025377
S004B024835,B024835
S003B036322,B036322
S009B003583,B003583
S009B013074,B013074
S007B036971,B036971
S003B040239,B040239
S000B034602,B034602
S008B019044,B019044
S007B005778,B005778
S002B015524,B015524
S005B022943,B022943
S006B043963,B043963
S004B004874,B004874
S007B034595,B034595
S005B007702,B007702
S000B048151,B048151
S005B044141,B044141
S007B036934,B036934
S009B023838,B023838
S004B011975,B011975
S001B016169,B016169
S002B018768,B018768
S008B012580,B012580
S007B022166,B022166
S003B048887,B048887
S005B023613,B023613
S006B017538,B017538
S009B004432,B004432
S005B046967,B046967
S009B015018,B015018
S002B031235,B031235
S002B047976,B047976
S007B033165,B033165
S002B011803,B011803
S000B040781,B040781
S003B008106,B008106
S001B001896,B001896
S005B015525,B015525
S000B024835,B024835
S005B020525,B020525
S005B009395,B009395
S008B045338,B045338
S006B041220,B041220
S000B010336,B010336
S006B015292,B015292
S000B020021,B020021
S002B011970,B011970
S005B019630,B019630
S006B028008,B028008
S002B003849,B003849
S008B027924,B027924
S001B034958,B034958
S008B011469,B011469
S006B005708,B005708
S008B043719,B043719
S003B001087,B001087
S002B008545,B008545
S005B048485,B048485
S004B021972,B021972
S004B006279,B006279
S009B008510,B008510
S000B012914,B012914
S004B004247,B004247
S008B047870,B047870
S007B038300,B038300
S000B021028,B021028
S006B045114,B045114
S004B018511,B018511
S007B044079,B044079
S002B017694,B017694
S005B043751,B043751
S002B026046,B026046
S004B013880,B013880
S003B017694,B017694
S003B008423,B008423
S009B044515,B044515
S003B008992,B008992
S005B033959,B033959
S007B000086,B000086
S000B000824,B000824
S004B029449,B029449
S006B002128,B002128
S003B045261,B045261
S008B018112,B018112
S000B005214,B005214
S000B038254,B038254
S009B016657,B016657
S006B047032,B047032
S009B024004,B024004
S004B019532,B019532
S007B037127,B037127
S003B001551,B001551
S002B018628,B018628
S003B026516,B026516
S003B031884,B031884
S006B026860,B026860
S002B045423,B045423
S001B003584,B003584
S008B030578,B030578
S003B015554,B015554
S004B019164,B019164
S008B035424,B035424
S008B025908,B025908
S005B040411,B040411
S002B035788,B035788
S003B027830,B027830
S003B043278,B043278
S002B032847,B032847
S001B022967,B022967
S001B003460,B003460
S001B047846,B047846
S000B020831,B020831
S008B036636,B036636
S009B028675,B028675
S008B031341,B031341
S007B038971,B038971
S009B042429,B042429
S001B015270,B015270
S003B032889,B032889
S002B033165,B033165
S008B010230,B010230
S008B019955,B019955
S000B014617,B014617
S002B045186,B045186
S001B009395,B009395
S003B003137,B003137
S009B005730,B005730
S001B043158,B043158
S004B013139,B013139
S004B019410,B019410
S004B001997,B001997
S003B035788,B035788
S009B040317,B040317
S003B047537,B047537
S000B023724,B023724
S005B000546,B000546
S001B039426,B039426
S000B019376,B019376
S003B033217,B033217
S001B004482,B004482
S009B042467,B042467
S009B045391,B045391
S003B035559,B035559
S003B036014,B036014
S003B045136,B045136
S005B035560,B035560
S005B047023,B047023
S003B037508,B037508
S006B010565,B010565
S007B045260,B045260
S008B041700,B041700
S001B014671,B014671
S003B043268,B043268
S001B016559,B016559
S001B011069,B011069
S001B010890,B010890
S002B035438,B035438
S004B036938,B036938
S006B013504,B013504
S007B034082,B034082
S007B008840,B008840
S004B041886,B041886
S000B003587,B003587
S005B029910,B029910
S009B036307,B036307
S002B034593,B034593
S004B048581,B048581
S008B001543,B001543
S000B015740,B015740
S002B022661,B022661
S007B013474,B013474
S006B019139,B019139
S002B011226,B011226
S001B040220,B040220
S000B012263,B012263
S005B003911,B003911
S008B029340,B029340
S005B026136,B026136
S005B016944,B016944
S002B006609,B006609
S006B030574,B030574
S001B041997,B041997
S001B034514,B034514
S008B030233,B030233
S001B020274,B020274
S009B032773,B032773
S002B043562,B043562
S008B021681,B021681
S000B028798,B028798
S006B028416,B028416
S002B048077,B048077
S000B029087,B029087
S009B011793,B011793
S003B021449,B021449
S003B040317,B040317
S002B043645,B043645
S007B012591,B012591
S008B004485,B004485
S002B029009,B029009
S000B017477,B017477
S009B027178,B027178
S001B043645,B043645
S000B031341,B031341
S000B019041,B019041
S009B003825,B003825
S001B004687,B004687
S001B037396,B037396
S000B011988,B011988
S007B015271,B015271
S000B028110,B028110
S003B005336,B005336
S004B016169,B016169
S007B037161,B037161
S003B002129,B002129
S008B039493,B039493
S005B018705,B018705
S003B003980,B003980
S001B036916,B036916
S007B000469,B000469
S009B039761,B039761
S006B021839,B021839
S002B006514,B006514
S000B012791,B012791
S002B048794,B048794
S008B003113,B003113
S000B020286,B020286
S008B013747,B013747
S004B038815,B038815
S004B032984,B032984
S000B009858,B009858
S007B002541,B002541
S005B037755,B037755
S008B020153,B020153
S002B024162,B024162
S007B028354,B028354
S004B031086,B031086
S006B009269,B009269
S002B014008,B014008
S001B011007,B011007
S006B018149,B018149
S007B035418,B035418
S003B045921,B045921
S001B037307,B037307
S004B026419,B026419
S007B048085,B048085
S004B041220,B041220
S002B032850,B032850
S007B021484,B021484
S007B003362,B003362
S003B013443,B013443
S005B026883,B026883
S001B044557,B044557
S002B032543,B032543
S004B038022,B038022
S002B017521,B017521
S007B047032,B047032
S007B043672,B043672
S001B025182,B025182
S000B003156,B003156
S009B025986,B025986
S001B049273,B049273
S000B026067,B026067
S006B048494,B048494
S006B008310,B008310
S000B044096,B044096
S000B036413,B036413
S006B024460,B024460
S009B017285,B017285
S002B044312,B044312
S005B037998,B037998
S008B049819,B049819
S003B015850,B015850
S006B043951,B043951
S007B011606,B011606
S000B041612,B041612
S004B037447,B037447
S007B007282,B007282
S003B022860,B022860
S002B011037,B011037
S009B008126,B008126
S002B005434,B005434
S006B008252,B008252
S007B003406,B003406
S009B001311,B001311
S003B001472,B001472
S005B048434,B048434
S007B035044,B035044
S002B037582,B037582
S005B005730,B005730
S005B042691,B042691
S007B048297,B048297
S005B026467,B026467
S005B047870,B047870
S005B028261,B028261
S002B010771,B010771
S008B035676,B035676
S008B028798,B028798
S001B019747,B019747
S008B010771,B010771
S003B046588,B046588
S004B026516,B026516
S000B049786,B049786
S007B027630,B027630
S007B032571,B032571
S008B025417,B025417
S001B014586,B014586
S000B041583,B041583
S001B019905,B019905
S001B043682,B043682
S008B019264,B019264
S008B008840,B008840
S006B005207,B005207
S002B034140,B034140
S009B018392,B018392
S007B016337,B016337
S000B041465,B041465
S001B038087,B038087
S009B033779,B033779
S007B009361,B009361
S002B031135,B031135
S001B013085,B013085
S009B016873,B016873
S008B024103,B024103
S005B027952,B027952
S001B010540,B010540
S001B037430,B037430
S000B023666,B023666
S007B019333,B019333
S000B008973,B008973
S007B042117,B042117
S003B007463,B007463
S004B013647,B013647
S000B034909,B034909
S006B033202,B033202
S003B040360,B040360
S001B023236,B023236
S007B043155,B043155
S005B017052,B017052
S008B028905,B028905
S005B025269,B025269
S002B035853,B035853
S006B029044,B029044
S000B011735,B011735
S006B049496,B049496
S006B014437,B014437
S003B019264,B019264
S005B046458,B046458
S001B025566,B025566
S005B032287,B032287
S000B050071,B050071
S008B001905,B001905
S002B031584,B031584
S000B035900,B035900
S006B015206,B015206
S009B022204,B022204
S008B018381,B018381
S009B031584,B031584
S005B034593,B034593
S000B048927,B048927
S001B011226,B011226
S002B012494,B012494
S002B025357,B025357
S009B029402,B029402
S005B032803,B032803
S007B023684,B023684
S000B006609,B006609
S000B012774,B012774
S002B012774,B012774
S000B047508,B047508
S000B004440,B004440
S001B019983,B019983
S002B013790,B013790
S007B001387,B001387
S003B045528,B045528
S008B015223,B015223
S008B002487,B002487
S000B033738,B033738
S004B013747,B013747
S008B008252,B008252
S000B046904,B046904
S003B019893,B019893
S002B047458,B047458
S005B011069,B011069
S001B000169,B000169
S009B033446,B033446
S005B031694,B031694
S009B031467,B031467
S000B030558,B030558
S003B037265,B037265
S006B002749,B002749
S007B033753,B033753
S002B037096,B037096
S007B026559,B026559
S005B022856,B022856
S001B040531,B040531
S008B002218,B002218
S005B028321,B028321
S003B029806,B029806
S002B049783,B049783
S008B001853,B001853
S009B017144,B017144
S007B031467,B031467
S002B017776,B017776
S009B043557,B043557
S009B046492,B046492
S006B025768,B025768
S008B013211,B013211
S005B016873,B016873
S003B046596,B046596
S001B037313,B037313
S004B007097,B007097
S000B009269,B009269
S007B027653,B027653
S009B049981,B049981
S005B022293,B022293
S001B000124,B000124
S002B005343,B005343
S007B011404,B011404
S006B007581,B007581
S006B010361,B010361
S008B034514,B034514
S002B024222,B024222
S006B037028,B037028
S006B027764,B027764
S005B021346,B021346
S008B005730,B005730
S007B033716,B033716
S007B039243,B039243
S006B050028,B050028
S009B030252,B030252
S003B010435,B010435
S006B024577,B024577
S000B045449,B045449
S005B021653,B021653
S004B041917,B041917
S009B002680,B002680
S004B015604,B015604
S005B016795,B016795
S003B002636,B002636
S002B011149,B011149
S009B041886,B041886
S004B043940,B043940
S007B010456,B010456
S003B039291,B039291
S000B047827,B047827
S005B036957,B036957
S008B014124,B014124
S002B004124,B004124
S008B045936,B045936
S002B044225,B044225
S009B006775,B006775
S008B007030,B007030
S008B023216,B023216
S005B045260,B045260
S006B041225,B041225
S009B041073,B041073
S004B048718,B048718
S006B002133,B002133
S002B000175,B000175
S009B004485,B004485
S002B038254,B038254
S007B034070,B034070
S000B012177,B012177
S007B043562,B043562
S004B022070,B022070
S000B026917,B026917
S002B023512,B023512
S008B031031,B031031
S004B049202,B049202
S005B040211,B040211
S004B045949,B045949
S003B018620,B018620
S002B050071,B050071
S007B041555,B041555
S003B022385,B022385
S004B038243,B038243
S005B030937,B030937
S005B029213,B029213
S000B008044,B008044
S006B044165,B044165
S008B019458,B019458
S004B034198,B034198
S003B011840,B011840
S009B023830,B023830
S008B023569,B023569
S006B004713,B004713
S003B013204,B013204
S008B000859,B000859
S003B004306,B004306
S000B021847,B021847
S005B006784,B006784
S004B049116,B049116
S009B044141,B044141
S000B014779,B014779
S007B013690,B013690
S003B004751,B004751
S000B011789,B011789
S007B001955,B001955
S008B011573,B011573
S002B045277,B045277
S004B048570,B048570
S000B042087,B042087
S000B021654,B021654
S001B010004,B010004
S005B009599,B009599
S001B008884,B008884
S009B015273,B015273
S005B029526,B029526
S008B037907,B037907
S002B013880,B013880
S004B045603,B045603
S003B033123,B033123
S007B035438,B035438
S001B046268,B046268
S006B049981,B049981
S008B041166,B041166
S008B021634,B021634
S008B047602,B047602
S000B021007,B021007
S001B020055,B020055
S000B021757,B021757
S005B014297,B014297
S003B049213,B049213
S005B014750,B014750
S006B014046,B014046
S001B047870,B047870
S003B013685,B013685
S000B041601,B041601
S005B033217,B033217
S005B005658,B005658
S009B029802,B029802
S008B023666,B023666
S002B050028,B050028
S008B049813,B049813
S009B020940,B020940
S006B040220,B040220
S005B008553,B008553
S009B007512,B007512
S001B037309,B037309
S006B042520,B042520
S007B044225,B044225
S002B031318,B031318
S005B025505,B025505
S009B002550,B002550
S002B046003,B046003
S008B017080,B017080
S000B032571,B032571
S006B037439,B037439
S005B049819,B049819
S005B031086,B031086
S000B019393,B019393
S004B041904,B041904
S008B032803,B032803
S005B018062,B018062
S000B026879,B026879
S002B029407,B029407
S005B018144,B018144
S006B013076,B013076
S000B042362,B042362
S001B049942,B049942
S009B043276,B043276
S006B040239,B040239
S008B020181,B020181
S003B048718,B048718
S001B007728,B007728
S009B035801,B035801
S006B000663,B000663
S002B019973,B019973
S005B033958,B033958
S002B043978,B043978
S004B044090,B044090
S001B037096,B037096
S000B001955,B001955
S008B007078,B007078
S008B022466,B022466
S004B036761,B036761
S000B007306,B007306
S008B033615,B033615
S001B002711,B002711
S003B008566,B008566
S002B039761,B039761
S009B025843,B025843
S002B018765,B018765
S001B041812,B041812
S004B013632,B013632
S007B001052,B001052
S001B026516,B026516
S007B028757,B028757
S004B034190,B034190
S000B008206,B008206
S002B014198,B014198
S003B032984,B032984
S000B014252,B014252
S004B015964,B015964
S008B004683,B004683
S006B030377,B030377
S009B044402,B044402
S008B040733,B040733
S006B043032,B043032
S004B047508,B047508
S006B046458,B046458
S008B035378,B035378
S000B036957,B036957
S002B005708,B005708
S003B018156,B018156
S007B031336,B031336
S008B013337,B013337
S009B008113,B008113
S006B041224,B041224
S006B022647,B022647
S004B037731,B037731
S007B000848,B000848
S005B043316,B043316
S002B009069,B009069
S002B021989,B021989
S002B019531,B019531
S002B002321,B002321
S003B018112,B018112
S002B026408,B026408
S003B011669,B011669
S006B015548,B015548
S009B050071,B050071
S004B011007,B011007
S001B000278,B000278
S008B003279,B003279
S006B034502,B034502
S004B023425,B023425
S004B023441,B023441
S008B038577,B038577
S005B029185,B029185
S008B024162,B024162
S009B023704,B023704
S003B017359,B017359
S008B029397,B029397
S007B024437,B024437
S008B025692,B025692
S001B010512,B010512
S009B034841,B034841
S005B044873,B044873
S002B001472,B001472
S009B006105,B006105
S009B028084,B028084
S005B013385,B013385
S001B005664,B005664
S007B022086,B022086
S003B019393,B019393
S005B041562,B041562
S003B041696,B041696
S008B019118,B019118
S002B029185,B029185
S000B022967,B022967
S009B040857,B040857
S004B016606,B016606
S006B042117,B042117
S001B043741,B043741
S008B047827,B047827
S003B012580,B012580
S004B038342,B038342
S001B041744,B041744
S004B021653,B021653
S003B038803,B038803
S007B025542,B025542
S003B002550,B002550
S000B042520,B042520
S001B044710,B044710
S000B029445,B029445
S005B005919,B005919
S002B035676,B035676
S009B024524,B024524
S009B005710,B005710
S002B018156,B018156
S009B015538,B015538
S006B040673,B040673
S005B034609,B034609
S005B049667,B049667
S007B003990,B003990
S003B047023,B047023
S001B030894,B030894
S006B044950,B044950
S009B002781,B002781
S009B022392,B022392
S009B016455,B016455
S001B002436,B002436
S007B036619,B036619
S001B019526,B019526
S008B020383,B020383
S008B022545,B022545
S005B026560,B026560
S006B035638,B035638
S009B015373,B015373
S005B023106,B023106
S007B005017,B005017
S001B048151,B048151
S007B010060,B010060
S006B028153,B028153
S009B013629,B013629
S006B048097,B048097
S007B048173,B048173
S007B034190,B034190
S003B026677,B026677
S001B026467,B026467
S009B000546,B000546
S003B036971,B036971
S001B011924,B011924
S008B030682,B030682
S009B009336,B009336
S001B021506,B021506
S005B001495,B001495
S003B012965,B012965
S004B049378,B049378
S000B032670,B032670
S006B010742,B010742
S002B048643,B048643
S001B032229,B032229
S006B045603,B045603
S005B042595,B042595
S005B021234,B021234
S004B012083,B012083
S003B017885,B017885
S001B023081,B023081
S006B050017,B050017
S004B000502,B000502
S000B002072,B002072
S006B030479,B030479
S002B002457,B002457
S004B033706,B033706
S009B038022,B038022
S003B031284,B031284
S003B007425,B007425
S001B013074,B013074
S006B013630,B013630
S000B032467,B032467
S005B001306,B001306
S008B047976,B047976
S001B043080,B043080
S006B015427,B015427
S006B005664,B005664
S006B043268,B043268
S003B019060,B019060
S000B027665,B027665
S008B018778,B018778
S008B016823,B016823
S001B013372,B013372
S006B007596,B007596
S009B029340,B029340
S000B044940,B044940
S002B041470,B041470
S001B035395,B035395
S008B033123,B033123
S008B003161,B003161
S004B029161,B029161
S004B039503,B039503
S008B000949,B000949
S000B031066,B031066
S003B022721,B022721
S000B043557,B043557
S000B040002,B040002
S001B033716,B033716
S000B020662,B020662
S001B011712,B011712
S006B003733,B003733
S005B037265,B037265
S003B043202,B043202
S005B019536,B019536
S005B015002,B015002
S003B044941,B044941
S000B043357,B043357
S006B034958,B034958
S007B049947,B049947
S006B034911,B034911
S006B022926,B022926
S003B028805,B028805
S002B047870,B047870
S001B006156,B006156
S005B025692,B025692
S009B035206,B035206
S004B029910,B029910
S004B000681,B000681
S009B018977,B018977
S007B032001,B032001
S009B037260,B037260
S007B010771,B010771
S001B031031,B031031
S002B014779,B014779
S008B008207,B008207
S009B029213,B029213
S007B036345,B036345
S005B004798,B004798
S000B013085,B013085
S008B032543,B032543
S005B023050,B023050
S005B046940,B046940
S006B035325,B035325
S007B044909,B044909
S003B035719,B035719
S006B022392,B022392
S000B038427,B038427
S002B021847,B021847
S007B022896,B022896
S004B031467,B031467
S006B016709,B016709
S004B002541,B002541
S003B003118,B003118
S004B029550,B029550
S008B004306,B004306
S006B033888,B033888
S008B025988,B025988
S002B024481,B024481
S006B033515,B033515
S008B039193,B039193
S003B032287,B032287
S000B004330,B004330
S005B009593,B009593
S000B025488,B025488
S003B016900,B016900
S007B043212,B043212
S008B042623,B042623
S001B013096,B013096
S005B039426,B039426
S006B026213,B026213
S006B043741,B043741
S003B024735,B024735
S009B005128,B005128
S000B015373,B015373
S009B047752,B047752
S002B000604,B000604
S008B040177,B040177
S007B015096,B015096
S002B019060,B019060
S008B045293,B045293
S004B028010,B028010
S005B029057,B029057
S005B034254,B034254
S005B033669,B033669
S004B013562,B013562
S001B017439,B017439
S004B037028,B037028
S009B006749,B006749
S001B019537,B019537
S004B029596,B029596
S006B013074,B013074
S007B005919,B005919
S001B013557,B013557
S006B040450,B040450
S006B001360,B001360
S002B012930,B012930
S006B037096,B037096
S008B034198,B034198
S006B018762,B018762
S001B019750,B019750
S004B008766,B008766
S001B035826,B035826
S001B041169,B041169
S009B005843,B005843
S004B018492,B018492
S009B015525,B015525
S004B022967,B022967
S006B046746,B046746
S009B040909,B040909
S009B000148,B000148
S000B029802,B029802
S003B005387,B005387
S002B020549,B020549
S002B038101,B038101
S001B034595,B034595
S003B021484,B021484
S005B035478,B035478
S009B042854,B042854
S004B028791,B028791
S005B049786,B049786
S007B032847,B032847
S002B001416,B001416
S000B026408,B026408
S001B017077,B017077
S005B047495,B047495
S008B043316,B043316
S001B028110,B028110
S000B007742,B007742
S006B013096,B013096
S005B013096,B013096
S006B044197,B044197
S007B040527,B040527
S008B008315,B008315
S001B011356,B011356
S008B000469,B000469
S005B029226,B029226
S007B040531,B040531
S008B001017,B001017
S007B017668,B017668
S005B007463,B007463
S004B040329,B040329
S004B007230,B007230
S003B045406,B045406
S008B022926,B022926
S002B034435,B034435
S008B035871,B035871
S004B038505,B038505
S000B002938,B002938
S007B042079,B042079
S004B045423,B045423
S000B011383,B011383
S004B008013,B008013
S001B000848,B000848
S009B023159,B023159
S003B013960,B013960
S000B032512,B032512
S004B047846,B047846
S002B036635,B036635
S004B020917,B020917
S000B037998,B037998
S009B031635,B031635
S003B011870,B011870
S002B046268,B046268
S007B023064,B023064
S001B046985,B046985
S005B018392,B018392
S006B044096,B044096
S009B034604,B034604
S000B018465,B018465
S004B013208,B013208
S002B048321,B048321
S007B004587,B004587
S006B032375,B032375
S003B035454,B035454
S000B007355,B007355
S005B008310,B008310
S000B031646,B031646
S009B010613,B010613
S007B002132,B002132
S007B015244,B015244
S000B027952,B027952
S002B018149,B018149
S004B011386,B011386
S001B002867,B002867
S008B016169,B016169
S007B047023,B047023
S008B038087,B038087
S004B016746,B016746
S009B013601,B013601
S004B018762,B018762
S005B013829,B013829
S001B023054,B023054
S008B029044,B029044
S008B045911,B045911
S001B038803,B038803
S009B022562,B022562
S002B001687,B001687
S006B019041,B019041
S008B008439,B008439
S004B027269,B027269
S003B034036,B034036
S007B024146,B024146
S001B035778,B035778
S004B013810,B013810
S005B040527,B040527
S005B038963,B038963
S001B035719,B035719
S007B030162,B030162
S001B028153,B028153
S007B030796,B030796
S006B016269,B016269
S007B008660,B008660
S001B005214,B005214
S007B009593,B009593
S005B037161,B037161
S002B026443,B026443
S007B029213,B029213
S009B025174,B025174
S008B030511,B030511
S003B006167,B006167
S006B016383,B016383
S000B013371,B013371
S009B016072,B016072
S003B007146,B007146
S008B041169,B041169
S003B039362,B039362
S008B016318,B016318
S004B049348,B049348
S003B038260,B038260
S003B029910,B029910
S009B042689,B042689
S009B045996,B045996
S002B025610,B025610
S007B050154,B050154
S009B046128,B046128
S002B030511,B030511
S004B010701,B010701
S003B025843,B025843
S000B035591,B035591
S007B050041,B050041
S005B042222,B042222
S007B007597,B007597
S000B038022,B038022
S004B035378,B035378
S003B019504,B019504
S000B023036,B023036
S009B006947,B006947
S002B018977,B018977
S003B043158,B043158
S000B015548,B015548
S004B044728,B044728
S003B041166,B041166
S006B034602,B034602
S003B015733,B015733
S004B033320,B033320
S008B036366,B036366
S007B017724,B017724
S003B005020,B005020
S003B009008,B009008
S003B028618,B028618
S008B050119,B050119
S005B038876,B038876
S002B044096,B044096
S003B030427,B030427
S003B050041,B050041
S004B006967,B006967
S005B026688,B026688
S000B030894,B030894
S005B034718,B034718
S005B006504,B006504
S008B047078,B047078
S006B027653,B027653
S005B050071,B050071
S004B018112,B018112
S003B034070,B034070
S000B016925,B016925
S003B021989,B021989
S001B014770,B014770
S000B025843,B025843
S006B000128,B000128
S002B019878,B019878
S000B018444,B018444
S001B007879,B007879
S001B019842,B019842
S003B043652,B043652
S007B031694,B031694
S004B037011,B037011
S006B006967,B006967
S006B039174,B039174
S000B008220,B008220
S007B050071,B050071
S006B014970,B014970
S000B001932,B001932
S004B000238,B000238
S003B032272,B032272
S009B040135,B040135
S009B029705,B029705
S009B025353,B025353
S001B018444,B018444
S008B011069,B011069
S001B048581,B048581
S008B026434,B026434
S009B035639,B035639
S008B007249,B007249
S006B004203,B004203
S007B025377,B025377
S004B031902,B031902
S000B032850,B032850
S009B023034,B023034
S001B044608,B044608
S007B036957,B036957
S007B007001,B007001
S002B013690,B013690
S008B017191,B017191
S002B013326,B013326
S002B026317,B026317
S004B002636,B002636
S005B035917,B035917
S007B032379,B032379
S009B008453,B008453
S006B006011,B006011
S006B002321,B002321
S002B018062,B018062
S003B011469,B011469
S005B038754,B038754
S002B031949,B031949
S003B020059,B020059
S008B020549,B020549
S005B003813,B003813
S001B013274,B013274
S001B048136,B048136
S005B033552,B033552
S003B016318,B016318
S007B031646,B031646
S006B011333,B011333
S000B024222,B024222
S002B022857,B022857
S008B023472,B023472
S007B016498,B016498
S005B007614,B007614
S003B044728,B044728
S004B007030,B007030
S006B005639,B005639
S004B030948,B030948
S002B042034,B042034
S007B049163,B049163
S000B043353,B043353
S005B003676,B003676
S005B026744,B026744
S000B017464,B017464
S005B003970,B003970
S003B008679,B008679
S008B004247,B004247
S007B000411,B000411
S004B035325,B035325
S006B000367,B000367
S003B012393,B012393
S007B049496,B049496
S006B043080,B043080
S003B018705,B018705
S005B014949,B014949
S007B036941,B036941
S004B048484,B048484
S001B037082,B037082
S009B047102,B047102
S007B009141,B009141
S001B040383,B040383
S001B025658,B025658
S000B026306,B026306
S009B007355,B007355
S003B006379,B006379
S003B019842,B019842
S009B021972,B021972
S006B010512,B010512
S008B045638,B045638
S006B008884,B008884
S005B025182,B025182
S007B006641,B006641
S008B013609,B013609
S002B008884,B008884
S002B013810,B013810
S008B010456,B010456
S003B028222,B028222
S003B037313,B037313
S002B041636,B041636
S005B016657,B016657
S002B017395,B017395
S006B013632,B013632
S007B019099,B019099
S006B026722,B026722
S005B009162,B009162
S000B043155,B043155
S003B022661,B022661
S005B015427,B015427
S006B036413,B036413
S009B035478,B035478
S002B011333,B011333
S004B041225,B041225
S005B019955,B019955
S004B011669,B011669
S001B041470,B041470
S006B007671,B007671
S001B003447,B003447
S004B023842,B023842
S004B018392,B018392
S006B032773,B032773
S004B047276,B047276
S003B013920,B013920
S004B018628,B018628
S009B005298,B005298
S003B016659,B016659
S007B020503,B020503
S008B033656,B033656
S002B005029,B005029
S005B047240,B047240
S001B008835,B008835
S001B011404,B011404
S002B013274,B013274
S002B031266,B031266
S005B022339,B022339
S001B017694,B017694
S009B007965,B007965
S001B008194,B008194
S001B047757,B047757
S006B034653,B034653
S001B017617,B017617
S000B023159,B023159
S004B011653,B011653
S003B034718,B034718
S009B015315,B015315
S006B048136,B048136
S002B025352,B025352
S000B009784,B009784
S003B039349,B039349
S002B015837,B015837
S006B024741,B024741
S006B009097,B009097
S001B037755,B037755
S007B011839,B011839
S006B021241,B021241
